H,W,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
100,51,3.9,2.1,4.4,1.3,3.5,1.3,2.5,1.0,3.2,4.5
100,65,1.1,3.1,2.8,2.4,2.0,1.1,1.1,3.1,4.5,1.7
100,89,3.2,1.2,3.3,1.7,3.2,3.9,1.2,3.2,4.6,1.0
100,66,1.3,1.4,1.8,3.1,1.0,1.3,1.3,1.5,1.5,3.5
100,63,3.3,3.4,2.0,2.1,2.8,2.7,4.7,2.3,4.2,1.3
100,75,1.6,1.9,2.0,1.0,3.9,3.0,3.1,1.7,1.7,1.3
100,88,3.1,1.0,1.0,1.2,1.6,1.6,2.9,1.7,1.0,1.9
100,98,2.2,1.0,1.2,1.0,2.9,2.7,1.7,1.0,1.4,1.2
100,97,1.7,1.0,3.3,1.0,3.0,1.4,2.4,1.8,1.8,2.3
100,81,2.4,3.4,1.6,4.7,3.2,3.8,1.8,1.0,3.5,1.5
100,52,4.3,1.1,4.1,1.1,1.1,2.3,1.1,3.7,1.3,1.1
100,60,1.2,2.9,1.2,1.2,4.7,3.4,3.7,1.1,3.5,4.3
100,93,2.9,1.3,4.7,1.0,1.2,1.0,1.2,3.4,1.0,4.0
100,69,2.6,1.4,2.9,1.5,1.9,3.3,4.3,1.6,1.2,3.5
100,69,1.3,4.3,1.0,4.6,1.4,3.3,2.8,4.1,2.3,1.0
100,66,1.8,1.0,2.7,3.0,4.4,2.0,1.5,3.4,1.9,1.5
100,71,2.5,1.5,2.1,2.0,1.6,1.1,1.2,1.2,4.4,1.2
100,68,4.0,1.0,1.1,2.7,2.4,3.6,4.0,2.4,4.1,1.8
100,84,1.1,2.9,2.3,4.7,1.2,1.1,2.4,4.6,4.5,4.7
100,74,2.4,2.4,1.1,1.5,4.0,1.0,2.7,3.1,1.4,1.2
100,65,1.6,1.1,2.0,2.6,1.0,2.6,4.9,3.8,4.6,1.2
100,93,1.2,3.5,1.4,1.1,3.0,1.1,4.1,2.9,1.0,1.6
100,94,1.1,1.3,2.5,1.0,1.3,2.4,2.4,1.0,4.6,1.8
100,88,4.4,2.0,4.2,4.8,2.0,1.9,1.2,2.9,4.4,1.0
100,73,2.0,4.6,4.2,1.2,3.5,1.4,2.0,4.4,1.6,1.0
100,55,2.5,1.5,1.0,4.7,2.1,1.7,3.0,1.8,3.0,3.7
100,62,1.2,1.1,1.1,2.8,3.6,3.7,1.5,2.0,1.0,1.3
100,57,4.8,4.0,1.0,1.8,3.0,1.6,3.3,2.3,1.9,4.0
100,94,2.6,1.5,1.2,1.0,4.2,1.3,1.0,1.0,3.1,1.7
100,72,1.3,3.5,2.6,1.4,3.4,3.3,4.6,1.5,1.0,2.7
100,51,1.1,1.3,2.2,2.3,2.5,1.2,1.0,3.2,2.6,1.7
100,85,3.2,1.0,2.2,1.4,2.7,2.0,1.1,1.4,1.0,1.3
100,72,1.7,1.2,2.2,1.0,4.4,1.1,1.0,1.3,2.4,1.0
100,83,2.5,3.3,1.6,4.2,1.3,3.9,2.0,3.3,1.1,1.5
100,74,4.9,3.0,4.7,4.9,1.6,1.2,1.6,1.3,2.4,3.8
100,97,1.3,3.8,1.0,4.6,4.6,2.3,1.9,4.9,2.2,3.4
100,61,2.8,1.1,1.1,1.1,3.6,2.1,1.9,1.2,4.6,4.0
100,53,1.1,4.3,1.9,2.8,1.0,2.4,1.1,3.7,4.8,1.7
100,98,1.2,3.8,2.0,2.6,3.7,4.0,4.2,3.2,3.3,5.0
100,66,3.8,1.8,2.2,1.8,4.7,1.2,1.5,1.7,1.0,1.3
100,60,2.0,1.3,4.8,1.6,1.1,3.9,3.3,1.1,3.2,1.3
100,94,2.7,3.9,2.4,1.0,3.0,3.1,1.1,1.5,1.0,4.5
100,71,3.6,1.7,3.8,1.1,1.7,1.0,1.7,2.7,1.5,3.7
100,98,1.0,2.6,3.6,2.7,4.3,2.7,1.3,1.2,1.6,1.0
100,67,3.8,4.2,3.3,3.4,3.8,2.1,1.4,3.8,2.6,4.5
100,54,2.4,1.0,2.7,1.8,1.2,1.1,1.2,2.5,2.5,2.7
100,89,1.1,2.5,2.0,2.7,3.0,2.5,4.5,5.0,1.0,1.0
100,51,1.6,1.4,2.2,1.6,1.0,2.7,3.2,4.0,1.2,3.8
100,53,3.2,1.3,2.0,1.2,2.3,4.0,3.1,2.1,1.2,1.2
100,99,3.4,4.5,1.2,1.5,1.4,3.0,1.5,4.9,2.9,2.0
100,60,2.4,1.2,4.6,1.0,2.7,1.2,1.2,1.7,1.5,1.4
100,76,3.0,4.8,2.0,4.4,3.9,1.9,4.2,1.6,4.5,1.4
100,86,1.1,4.7,4.4,2.2,3.0,1.2,3.5,1.0,1.0,3.6
100,73,1.2,1.0,1.0,2.8,1.0,1.1,4.9,2.5,1.5,2.5
100,65,1.3,1.6,1.1,1.3,2.3,2.9,3.8,3.6,2.3,1.5
100,70,1.0,1.4,1.4,1.1,4.1,3.1,4.6,1.2,1.3,1.3
100,89,1.2,1.6,1.3,1.9,1.5,1.1,3.5,1.5,1.2,1.1
100,51,1.0,3.4,1.1,2.7,1.6,3.8,3.5,1.6,4.7,1.3
100,88,1.0,1.1,1.4,1.4,1.0,1.0,1.2,4.1,1.7,3.9
100,98,1.7,1.1,1.0,1.3,1.5,3.8,3.9,1.8,2.3,1.0
100,51,1.3,3.0,3.7,1.3,2.6,1.8,2.7,2.2,2.1,1.0
100,72,2.9,2.1,1.0,4.7,1.4,4.7,1.5,1.0,1.5,2.0
100,97,2.0,3.1,1.3,5.0,3.6,1.1,3.0,2.0,2.1,3.7
100,72,2.3,4.6,1.2,1.3,5.0,3.8,2.3,1.1,2.5,4.4
100,65,2.5,1.5,3.1,4.7,1.8,3.9,1.1,2.4,4.7,1.3
100,77,4.4,1.0,1.6,2.2,1.0,2.6,3.7,3.2,1.5,1.1
100,51,1.2,1.0,1.6,4.7,4.1,2.1,4.3,3.8,2.6,1.0
100,81,1.0,3.4,1.0,4.7,4.1,1.2,1.5,1.8,1.5,3.3
100,98,2.2,4.1,1.4,3.8,4.6,3.1,4.8,1.7,2.8,1.0
100,78,1.0,2.3,3.2,1.0,1.4,1.0,3.5,1.7,1.2,3.4
100,59,2.0,4.0,1.3,4.8,4.0,2.0,1.1,1.6,3.4,4.7
100,86,1.9,1.1,1.0,1.2,1.0,1.4,1.4,2.9,1.5,1.1
100,89,2.1,1.0,1.8,3.9,2.1,2.0,1.0,2.7,3.1,4.4
100,65,1.1,4.8,4.3,1.5,1.8,1.7,1.0,1.0,1.1,1.0
100,71,2.1,1.0,1.0,1.4,1.2,2.9,1.9,3.2,4.6,1.4
100,67,2.9,1.4,3.3,3.6,2.8,1.5,1.0,1.3,1.0,3.4
100,73,1.7,1.1,1.6,3.1,3.2,1.1,1.0,1.0,1.5,1.8
100,73,4.9,2.2,1.1,2.2,1.0,2.4,1.3,1.1,1.0,3.0
100,69,2.7,3.9,2.4,3.0,2.2,1.1,4.8,1.5,4.7,3.7
100,77,2.7,3.6,2.5,1.3,2.7,4.4,1.0,1.3,1.1,2.5
100,78,1.1,3.5,1.1,1.4,1.7,2.4,1.7,1.4,4.1,2.3
100,89,1.5,1.1,1.2,3.0,4.4,1.0,3.1,2.2,4.0,4.6
100,98,1.2,1.0,1.7,5.0,2.1,2.8,4.7,1.4,1.6,2.8
100,58,1.8,2.3,1.1,1.4,5.0,2.5,2.1,1.3,4.6,1.2
100,56,1.2,1.7,1.1,4.5,2.4,1.3,1.0,1.8,3.2,3.5
100,54,1.9,3.4,2.2,4.6,4.2,4.9,4.5,1.0,1.1,1.5
100,95,1.1,2.1,2.1,1.9,1.0,2.7,3.3,2.4,2.9,1.0
100,68,1.3,1.1,1.7,4.1,2.6,4.8,1.0,1.0,1.2,1.6
100,68,3.2,2.0,2.2,1.3,2.9,4.9,1.6,4.5,4.2,1.0
100,52,3.4,1.7,1.9,1.5,2.7,2.4,3.8,1.1,3.9,1.6
100,62,2.2,2.8,3.3,1.5,1.4,3.5,1.1,1.2,1.3,4.5
100,74,3.3,3.8,2.4,1.4,3.1,1.0,4.1,2.9,3.5,1.3
100,96,3.4,2.3,1.0,1.8,4.3,4.2,4.5,1.3,3.9,1.3
100,68,1.4,2.6,1.8,4.4,1.0,2.5,1.1,1.1,4.6,1.0
100,98,1.2,3.0,1.1,1.0,4.4,1.1,1.2,2.2,2.0,1.1
100,81,3.3,3.3,1.4,4.9,3.8,1.3,3.4,1.3,3.2,2.0
100,88,4.1,1.6,3.4,1.6,3.5,1.0,1.1,3.2,2.3,1.9
100,65,2.0,1.0,3.4,3.0,2.1,2.2,1.8,4.1,2.7,1.4
100,84,3.3,4.2,1.4,2.0,3.6,2.1,1.0,4.7,1.0,1.6
100,74,1.1,1.1,2.2,3.1,1.0,1.0,4.8,1.4,4.3,1.5
100,78,1.1,1.0,1.8,4.4,2.0,2.3,4.5,1.0,1.0,1.0
100,71,1.5,1.1,1.9,3.7,3.3,3.4,2.7,3.4,1.1,4.7
100,86,1.1,2.3,2.8,4.1,1.0,1.5,1.0,1.9,2.4,4.1
100,57,3.3,1.2,4.2,2.9,1.5,2.4,1.0,1.0,3.6,3.2
100,73,3.3,1.0,1.0,1.0,1.3,2.2,4.4,3.4,1.6,1.5
100,79,4.8,2.6,2.6,4.4,1.6,2.7,3.5,1.9,3.0,1.3
100,80,4.6,1.3,2.2,1.5,3.2,1.1,1.4,4.7,4.6,1.2
100,59,3.7,1.9,3.3,3.0,3.0,1.6,3.6,1.0,1.0,1.3
100,86,2.9,3.8,1.0,1.0,4.4,4.1,3.3,4.2,1.0,3.0
100,93,3.9,1.0,1.0,4.4,1.7,1.1,3.5,3.1,3.0,2.7
100,59,5.0,2.4,2.4,2.1,4.2,2.1,1.8,1.0,2.6,3.0
100,72,2.1,1.2,1.6,1.6,4.2,4.7,3.7,1.8,1.6,3.6
100,77,1.8,1.8,3.8,4.7,1.0,2.2,1.4,1.2,1.9,2.4
100,93,2.2,1.0,2.1,3.5,2.2,2.3,4.6,1.8,1.0,1.5
100,52,1.1,3.7,2.6,2.5,2.9,2.2,1.5,1.0,1.4,1.0
100,63,1.0,2.2,1.0,1.5,1.8,4.2,4.3,3.2,2.1,3.3
100,88,1.6,4.5,1.6,4.0,1.7,3.6,1.9,1.3,1.2,4.8
100,93,3.7,3.1,1.0,2.4,2.5,2.2,1.0,1.0,3.9,1.2
100,86,4.4,3.7,4.4,2.6,1.1,1.6,1.6,4.9,3.4,4.3
100,71,1.0,1.2,3.5,1.3,1.6,1.2,2.1,1.0,1.1,1.0
100,76,3.1,2.3,1.7,1.5,3.7,4.9,1.6,4.2,2.5,1.0
100,59,1.0,1.2,2.7,2.6,1.2,1.8,2.8,1.5,1.0,1.3
100,59,4.2,1.2,1.1,1.2,1.0,1.0,4.3,2.7,2.2,1.3
100,91,4.0,1.0,4.1,1.2,1.0,3.1,1.0,3.1,1.9,3.7
100,68,4.3,1.0,3.4,2.8,1.1,1.0,2.2,1.0,5.0,1.8
100,87,3.7,2.7,2.8,1.6,3.6,4.6,1.8,1.0,1.2,3.3
100,97,4.7,4.8,1.9,2.4,1.3,4.7,4.2,3.8,1.0,2.7
100,85,3.3,3.1,1.2,1.5,1.0,1.5,3.9,1.2,4.3,2.8
100,54,1.0,1.9,2.0,3.9,1.1,2.8,1.8,2.2,1.0,2.2
100,61,1.9,1.2,4.2,1.4,2.1,3.1,3.0,2.9,1.3,2.7
100,51,2.3,2.2,1.2,2.7,1.6,1.1,1.5,1.1,1.0,1.3
100,56,1.0,1.0,1.0,2.1,1.5,1.3,1.1,2.3,4.5,2.7
100,89,2.3,1.7,3.4,1.4,1.0,1.5,1.1,3.0,2.1,1.2
100,88,1.3,1.0,3.3,1.4,1.5,1.0,1.1,1.0,2.1,3.6
100,79,2.5,1.0,1.8,3.7,2.0,2.6,3.5,1.3,1.3,2.8
100,76,1.3,1.1,1.1,1.0,1.0,4.4,4.7,1.1,2.5,1.0
100,59,2.0,4.9,2.6,1.7,1.0,4.2,4.8,1.0,2.4,1.3
100,50,1.9,3.2,3.2,1.2,1.0,2.0,1.9,3.8,4.3,2.5
100,62,1.1,3.4,3.0,1.1,3.2,2.2,1.6,4.2,1.5,2.0
100,96,3.0,1.0,2.4,3.9,4.1,1.4,1.0,2.3,1.7,1.9
100,64,4.0,1.0,2.2,4.7,1.2,2.3,1.0,2.6,4.3,4.2
100,51,1.9,3.5,1.6,1.1,1.0,2.6,1.0,3.8,4.6,2.1
100,97,1.7,1.0,3.8,1.0,1.6,1.1,1.5,1.2,2.8,2.1
100,99,1.0,3.6,1.8,1.0,3.2,1.6,1.5,1.1,1.8,2.1
100,89,2.9,3.7,1.2,2.3,1.5,1.0,1.3,1.2,2.0,1.2
100,62,1.9,1.2,3.4,2.7,1.0,2.1,1.0,4.4,4.3,2.6
100,98,1.5,1.6,1.0,4.4,1.0,2.2,1.1,1.9,2.8,3.1
100,63,3.2,1.6,4.8,5.0,2.7,3.4,2.7,1.0,4.4,1.7
100,89,4.5,1.0,1.2,1.2,1.0,1.0,1.6,1.5,1.1,3.6
100,95,3.2,1.7,4.2,2.5,1.3,2.4,4.3,2.5,3.2,2.2
100,58,2.8,1.0,1.1,2.8,2.1,3.4,3.5,1.5,1.4,2.0
100,59,4.8,4.4,3.7,1.1,4.7,1.1,1.0,3.7,1.4,1.9
100,76,4.1,1.0,1.8,1.3,2.3,3.2,3.1,3.2,1.8,3.5
100,91,3.2,1.0,3.5,1.1,2.5,3.5,4.0,3.9,1.4,1.4
100,55,1.8,4.8,1.2,4.3,1.0,2.6,1.4,1.3,4.0,2.1
100,70,2.9,1.1,1.6,4.2,2.7,1.4,1.3,3.4,1.7,4.1
100,73,1.2,2.5,1.5,1.4,3.8,1.0,1.0,1.8,1.3,3.9
100,76,1.7,1.3,3.2,1.0,2.8,2.8,1.5,4.2,3.6,3.8
100,85,1.8,4.6,1.6,4.6,4.4,1.1,1.0,3.1,1.2,1.0
100,88,1.0,2.7,2.0,1.1,2.7,3.8,4.1,2.8,4.9,2.9
100,57,1.3,1.4,1.1,4.5,1.1,1.9,1.1,4.0,3.4,2.8
100,63,3.9,4.9,1.6,4.4,2.7,3.7,1.2,1.7,1.0,1.4
100,67,1.5,3.8,3.4,4.0,3.9,2.0,1.1,4.4,2.8,1.3
100,91,3.8,3.8,3.0,1.1,2.7,2.4,3.2,2.2,1.4,2.3
100,69,1.2,1.4,3.0,1.0,4.9,3.6,4.4,2.9,4.5,1.0
100,78,4.1,3.3,4.0,2.6,1.6,2.9,1.6,2.5,4.8,4.2
100,69,2.9,1.9,1.1,4.6,4.7,1.6,4.1,4.5,3.2,2.6
100,74,2.8,1.3,4.9,1.9,3.4,1.1,4.3,1.6,3.5,3.5
100,92,2.3,1.0,1.0,2.2,2.2,4.3,3.3,4.1,1.0,1.5
100,78,2.1,3.9,4.2,1.6,1.2,4.0,3.4,2.3,2.6,1.1
100,52,4.8,1.3,2.2,3.5,1.1,1.0,1.2,3.0,1.4,4.2
100,86,4.6,3.8,1.6,1.3,3.6,2.1,3.2,1.8,3.8,3.0
100,62,1.7,3.8,2.1,3.4,1.0,4.0,1.2,1.0,1.0,1.2
100,60,3.6,4.7,1.0,2.2,4.8,1.6,1.2,3.6,4.8,3.0
100,85,1.3,1.3,1.8,1.0,3.2,4.1,3.6,3.3,1.0,1.5
100,99,3.1,3.0,1.6,1.1,1.2,3.2,1.0,2.6,2.9,1.3
100,73,4.1,2.5,1.4,1.2,1.2,3.0,1.0,2.8,1.0,1.4
100,97,2.2,2.3,1.0,1.7,4.4,3.9,4.0,1.6,3.0,1.2
100,96,3.5,1.4,1.0,2.2,2.4,2.2,1.9,1.0,2.0,1.0
100,68,2.7,3.1,1.1,4.0,3.3,3.5,3.1,1.0,4.5,4.5
100,93,1.3,1.5,1.4,2.4,1.1,3.0,2.8,1.4,1.4,3.9
100,65,2.8,1.0,2.9,1.4,2.8,1.0,2.7,1.0,1.4,1.6
100,74,1.1,1.2,2.2,3.5,1.0,1.2,3.7,3.4,1.6,3.7
100,76,2.8,1.0,2.3,2.7,1.9,3.7,3.1,2.6,2.5,3.7
100,60,1.3,1.3,1.8,3.8,1.6,3.0,2.7,1.6,2.6,2.0
100,64,4.9,1.0,1.0,1.5,2.5,5.0,2.2,1.6,3.4,1.0
100,64,1.3,3.5,1.9,4.8,3.3,1.0,1.1,2.7,4.7,3.9
100,68,3.9,2.6,4.9,1.0,1.2,1.0,1.7,1.0,1.6,1.6
100,83,1.9,1.2,2.9,1.5,1.4,2.4,4.6,4.5,1.0,2.1
100,77,1.4,4.3,1.1,2.0,2.1,1.0,4.8,1.6,3.2,3.4
100,97,1.0,1.2,3.7,4.9,1.8,1.7,3.9,2.1,2.5,1.4
100,53,4.8,1.1,3.0,4.0,1.4,3.0,4.0,2.8,3.3,2.1
100,61,1.1,4.3,3.2,1.4,4.6,1.1,2.4,1.3,2.6,4.9
100,70,4.2,1.5,4.2,3.2,1.1,4.8,2.5,3.9,1.1,1.6
100,62,1.6,4.3,1.0,3.7,3.8,1.6,1.9,3.0,1.0,1.0
100,75,1.1,1.9,1.7,4.5,3.7,4.6,1.7,3.4,2.2,2.3
100,66,4.2,1.3,1.0,2.1,1.8,1.4,1.2,1.5,1.8,1.3
100,67,2.5,2.5,1.1,4.5,4.7,1.4,2.7,1.5,1.2,2.9
100,81,1.0,1.6,2.9,1.6,2.1,1.4,1.2,2.9,3.5,2.3
100,88,3.3,3.4,3.3,1.4,1.2,2.8,3.1,1.5,3.7,1.5
100,95,1.1,3.2,2.3,1.1,1.0,1.2,1.6,1.0,1.6,3.1
100,53,1.5,2.2,1.3,1.7,1.1,2.3,3.6,1.0,5.0,3.0
100,83,2.4,1.4,2.3,1.2,1.0,2.1,1.4,1.1,1.0,2.1
100,98,3.5,1.0,2.3,4.5,1.3,2.1,2.6,3.3,1.5,4.8
100,75,3.7,1.3,2.3,4.0,1.3,1.6,1.0,1.9,4.8,1.0
100,94,2.7,1.2,2.2,1.6,4.4,1.2,2.2,1.6,1.1,1.3
100,66,3.2,2.7,1.5,4.1,2.1,1.1,1.1,1.7,2.5,2.9
100,58,1.6,2.4,3.5,1.3,1.0,1.6,3.7,1.0,1.2,3.5
100,82,1.2,4.7,1.8,2.6,1.1,1.0,1.8,1.2,1.2,2.4
100,88,2.0,1.0,1.1,2.6,4.8,4.9,2.0,4.3,4.9,1.3
100,64,1.3,1.6,2.9,1.5,2.2,4.4,1.8,1.9,4.9,4.3
100,92,2.0,1.9,1.6,1.5,4.3,2.4,1.1,4.5,2.3,4.0
100,59,1.1,2.7,4.9,1.7,2.3,1.1,3.9,3.8,1.4,1.0
100,57,4.0,1.4,2.0,3.6,4.7,4.6,3.8,1.2,1.3,1.8
100,61,1.2,1.4,4.6,2.3,4.3,4.5,4.3,1.0,1.6,3.1
100,85,4.0,3.3,3.5,3.2,1.2,1.0,4.1,1.2,1.1,1.9
100,64,3.4,1.0,2.7,1.0,4.3,1.0,2.5,2.5,1.5,1.0
100,61,1.1,1.4,1.3,1.8,1.0,1.5,1.2,1.1,1.4,1.6
100,83,4.1,3.1,1.2,2.2,1.4,1.2,2.0,1.1,1.5,1.0
100,57,3.4,1.0,1.3,1.0,2.9,1.9,2.3,1.7,3.6,1.1
100,97,2.5,1.2,2.1,1.6,1.7,1.2,1.5,4.6,2.5,4.8
100,77,2.7,3.6,1.3,1.0,3.8,1.3,2.8,1.0,4.3,3.4
100,53,1.8,1.8,1.3,3.7,2.3,2.4,1.3,4.3,3.2,1.5
100,76,1.8,4.6,4.8,1.0,3.1,1.2,2.7,1.1,4.5,3.8
100,58,1.2,3.7,1.7,1.0,1.0,1.2,1.1,1.2,1.8,5.0
100,62,1.1,1.4,2.5,1.8,2.3,4.3,4.4,1.1,1.1,1.9
100,61,2.9,3.4,1.7,1.0,4.4,1.3,1.2,4.5,3.2,3.1
100,62,3.3,1.5,4.6,2.2,1.2,2.4,3.5,1.1,1.9,1.9
100,64,3.1,1.4,1.5,1.0,1.1,3.1,2.0,1.9,1.8,1.8
100,91,2.9,1.1,2.3,1.5,2.1,2.9,1.1,3.2,3.4,1.0
100,90,1.2,1.3,3.0,1.5,1.2,3.3,1.0,1.6,2.7,2.8
100,56,1.3,1.9,1.1,2.4,2.8,4.8,4.7,4.7,1.5,3.2
100,56,1.0,1.8,2.2,1.1,3.9,5.0,1.9,3.5,2.2,1.8
100,89,3.6,1.7,2.0,3.1,2.5,2.5,1.0,4.4,1.6,2.2
100,94,1.5,1.0,1.0,1.9,2.0,2.8,4.7,2.1,1.0,2.0
100,65,3.2,1.0,1.1,4.4,3.3,1.9,1.2,3.7,4.1,1.5
100,88,2.5,2.4,4.9,4.0,1.4,1.3,1.3,4.7,1.0,3.5
100,73,1.3,1.8,2.4,1.4,1.0,3.0,1.9,4.5,4.6,1.2
100,56,2.5,1.1,1.4,1.4,4.8,1.6,1.3,2.9,1.0,1.0
100,52,2.6,3.2,4.8,1.1,4.3,2.5,1.2,2.8,1.3,2.0
100,82,4.1,2.0,1.5,1.1,1.1,2.0,1.4,1.0,1.7,3.8
100,57,1.9,3.9,4.3,4.4,1.7,1.3,3.5,4.4,2.8,1.9
100,67,4.1,1.2,4.2,1.0,1.6,3.9,1.5,2.9,3.3,1.1
100,63,2.2,1.4,1.9,1.6,1.0,3.9,3.1,2.1,1.7,1.1
100,64,1.8,1.0,1.6,3.8,1.3,2.8,1.0,2.5,2.2,1.4
100,59,2.5,1.0,2.2,2.0,1.0,4.5,2.5,1.9,1.1,4.5
100,87,3.9,1.9,5.0,2.0,2.9,1.0,1.0,3.1,2.1,4.1
100,97,1.9,1.6,1.2,2.2,4.9,1.2,1.4,2.7,3.4,3.6
100,99,1.5,1.9,1.1,1.8,2.5,1.4,2.4,4.2,1.5,1.0
100,85,4.3,3.8,4.4,1.2,1.6,1.0,2.0,1.0,2.6,1.2
100,96,1.1,1.9,1.1,2.3,3.0,3.8,1.4,1.3,4.1,2.9
100,54,3.9,1.2,4.5,1.6,1.1,3.7,1.1,1.0,1.6,1.1
100,94,1.9,1.1,2.0,1.5,3.2,1.6,1.4,4.1,3.7,1.1
100,67,2.1,1.3,1.1,1.1,2.4,3.5,3.4,2.9,2.9,4.4
100,68,3.3,4.3,1.7,1.0,1.6,1.3,4.5,1.0,3.4,2.4
100,83,1.0,2.4,1.2,4.2,1.5,1.8,1.0,2.2,1.5,4.9
100,84,2.2,4.7,1.5,2.4,1.3,4.0,1.1,1.6,1.4,2.1
100,75,3.8,3.2,1.6,1.6,3.6,2.3,3.0,2.5,2.0,4.9
100,78,4.9,1.0,1.3,2.3,1.6,1.0,4.0,1.7,1.3,3.5
